	article_id	article_auteur	article_section	article_titre	article_page	revue_annee	revue_numero	chapitre	article_SPE_seance
808	BSPE-1911-478	BAUCHE (J.), BERNARD (P. Noel)	Communication	Deux cas de filariose du chien.	478	1911	4	Séance du 12 juillet 1911. Communications. Sur deux cas de filariose du chien, par J. Bauche et P. Noel Bernard	12 juillet 1911
809	BSPE-1911-482	BERNARD (P. Noel)	Communication	Filaire péritonéale du porc.	482	1911	4	Séance du 12 juillet 1911. Communications. Sur deux cas de filariose du chien, par J. Bauche et P. Noel Bernard. (Travail des laboratoires du Service des épizooties et de bactériologie, Hué.). / Sur une filaire péritonéale du porc, par P. Noel Bernard et J. Bauche	12 juillet 1911
810	BSPE-1911-485	RAILLIET (A.), HENRY (A.)	Communication	Remarques au sujet des deux notes de MM. BAUCHE et BERNARD.	485	1911	4	Séance du 12 juillet 1911. Communications. Sur une filaire péritonéale du porc, par P. Noel Bernard et J. Bauche. (Travail des laboratoires de bactériologie et du Service des épizooties, Hué.). / Remarques au sujet des deux notes de MM. Bauche et Bernard, par A. Railliet et A. Henry	12 juillet 1911
811	BSPE-1911-488	BRAU(), BRUYANT (L.)	Communication	Note sur l’existence du Gastrodiscus hominis en Cochinchine.	488	1911	4	Séance du 12 juillet 1911. Communications. Remarques au sujet des deux notes de MM. Bauche et Bernard, par A. Railliet et A. Henry. / Note sur l'existence du “Gastrodiscus hominis” en Cochinchine, par Brau et L. Bruyant	12 juillet 1911
812	BSPE-1911-489	ESCOMEL (E.)	Communication	La Espundia.	489	1911	4	Séance du 12 juillet 1911. Communications. Note sur l'existence du “Gastrodiscus hominis” en Cochinchine, par Brau et L. Bruyant. / La espundia, par Ed. Escomel	12 juillet 1911
813	BSPE-1911-492	MANAUD (A.)	Communication	Prophylaxie de la peste bubonique au Siam.	492	1911	4	Séance du 12 juillet 1911. Communications. La espundia, par Ed. Escomel. / Prophylaxie de la peste bubonique au Siam, par A. Manaud	12 juillet 1911
814	BSPE-1911-498	BRÉAUDAT (L.)	Communication	Recherches sur le rôle protecteur du son de paddy dans l’alimentation par le riz blanc. 	498	1911	4	Séance du 12 juillet 1911. Communications. Recherches sur le rôle protecteur du son de paddy dans l'alimentation par le riz blanc, par L. Breaudat	12 juillet 1911
815	BSPE-1911-509	THÉZÉ (J.)	Communication	Un cas de fièvre récurrente observé à Madagascar.	509	1911	4	Séance du 11 octobre 1911. Communications. Un cas de fièvre récurrente, observé à Madagascar, par J. Thézé	11 octobre 1911
816	BSPE-1911-510	JOUVEAU-DUBREUIL (H.)	Communication	Note sur la fièvre récurrente au Setchouen (Chine Occidentale).	510	1911	4	Séance du 11 octobre 1911. Communications. Un cas de fièvre récurrente, observé à Madagascar, par J. Thézé. (Institut Pasteur de Tananarive, le 15 août 1911.). / Note sur la fièvre récurrente au Setchouen (Chine Occidentale), par H. Jouveau-Dubreuil	11 octobre 1911
817	BSPE-1911-514	BRUMPT (Emile)	Communication	Note sur le parasite des hématies de la taupe : Grahamella talpae n.g, n.sp.	514	1911	4	Séance du 11 octobre 1911. Communications. Note sur le parasite des hématies de la taupe : Grahamella talpae n. g. n. sp. Par E. Brumpt	11 octobre 1911
818	BSPE-1911-518	CARINI (A.)	Communication	Infection spontanée du pigeon et du chien due au Toxoplasma cuniculi.	518	1911	4	Séance du 11 octobre 1911. Communications. Infection spontanée du pigeon et du chien due au “Toxoplasma cuniculi”, par A. Carini	11 octobre 1911
819	BSPE-1911-520	NATTAN-LARRIER (L.), PARVU	Communication	Résistance globulaire et piroplasmose canine.	520	1911	4	Séance du 11 octobre 1911. Communications. Résistance globulaire et piroplasmose canine, par L. Nattan-Larrier et Parvu	11 octobre 1911
820	BSPE-1911-522	THIROUX (A.)	Communication	Hémogrégarine de Trionyx triunguis. 	522	1911	4	Séance du 11 octobre 1911. Communications. Résistance globulaire et piroplasmose canine, par L. Nattan-Larrier et Parvu. (Travail de laboratoire de M. Laveran.). / Sur une hémogrégarine de “Trionyx triunguis”, par A. Thiroux	11 octobre 1911
821	BSPE-1911-524	THIROUX (A.)	Communication	Halteridum d’une mouette, Larus cirrhocephalus, observé au Sénégal.	524	1911	4	Séance du 11 octobre 1911. Communications. Haltéridium d'une mouette, Larus cirrhocephalus, observé au Sénégal, par A. Thiroux	11 octobre 1911
822	BSPE-1911-525	THIROUX (A.)	Communication	Filaire d’une mouette, Larus cirrhocephalus, observé au Sénégal.	525	1911	4	Séance du 11 octobre 1911. Communications. Filaire d'une mouette, Larus cirrhocephalus, observée au Sénégal, par A. Thiroux	11 octobre 1911
823	BSPE-1911-526	LÉGER (A.), BLANCHARD (M.)	Communication	Hématozoaires d’un passereau du Haut-Sénégal et Niger (Hyphantornis melanocephala, Linné). 	526	1911	4	Séance du 11 octobre 1911. Communications. Hématozoaires d'un passereau du Haut-Sénégal et Niger (Hyphantornis melanocephala, Linné), par André Leger et M. Blanchard	11 octobre 1911
824	BSPE-1911-528	RODHAIN (J.), BEQUAERT (J.), PONS (C.), VAN DEN BRANDEN (F.)	Communication	Notes sur des formes Leptomonas consti-tuant une culture d’un trypanosome dans l’intestin Pangonia. Leptomas d’Asilide et de Réduviides au Katanga.	528	1911	4	Séance du 11 octobre 1911. Communications. Note sur des formes “Leptomonas” constituant une culture d'un trypanosome dans l'intestin de “Pangonia”. - “Leptomonas” d'Asilide et de Réduviides au Katanga, par J. Rodhain, J. Bequaert, C. Pons et F. Vandenbranden	11 octobre 1911
825	BSPE-1911-532	FRANÇA (C.)	Communication	Sur l’existence en Portugal de Leptotmonas davidi Lafont dans le latex de Euphorbia peplus L. et E. segetalis L.	532	1911	4	Séance du 11 octobre 1911. Communications. Sur l'existence en Portugal de “Leptomonas davidi” Lafont dans le latex de “Euphorbia peplus L.” et “E. segetalis L.”, par Carlos França	11 octobre 1911
826	BSPE-1911-534	FRANÇA (C.)	Communication	Notes sur la transformation in vitro des formes crithidiennes de Trypanosoma rotatorium en formes trypanosomiques.	534	1911	4	Séance du 11 octobre 1911. Communications. Sur l'existence en Portugal de “Leptomonas davidi” Lafont dans le latex de “Euphorbia peplus L.” et “E. segetalis L.”, par Carlos França. / Note sur la transformation “in vitro” des formes crithidiennes de “Trypanosoma rotatorium” en formes trypanosomiques, par Carlos França	11 octobre 1911
827	BSPE-1911-536	SWELLENGREBEL (N.H.)	Communication	Présence de trypanosomes chez les bovidés en Hollande.	536	1911	4	Séance du 11 octobre 1911. Communications. Présence de trypanosomes chez les bovidés en Hollande, par N. H. Swellengrebel	11 octobre 1911
828	BSPE-1911-538	LAVERAN (Alphonse), MESNIL (F.)	Discussion	Présence de trypanosomes chez les bovidés en Hollande. (Discussion)	538	1911	4	Séance du 11 octobre 1911. Communications. Présence de trypanosomes chez les bovidés en Hollande, par N. H. Swellengrebel. (Laboratoire d'hygiène, Université d'Amsterdam.)	11 octobre 1911
829	BSPE-1911-539	BOUET (G.), ROUBAUD (É.)	Communication	Expériences diverses de transmission des trypanosomes par les glossines.	539	1911	4	Séance du 11 octobre 1911. Communications. Présence de trypanosomes chez les bovidés en Hollande, par N. H. Swellengrebel. / Expériences diverses de transmission des trypanosomes par les glossines. V. Transmission naturelle de la Souma (T. Cazalboui) par Glossina Tachinoides et morsitans ; de la Baléri (T. Pecaudi) par Glossina morsitans, au Soudan Nigérien, en saison sèche. Par G. Bouet et E. Roubaud	11 octobre 1911
830	BSPE-1911-544	ROUBAUD (É.)	Communication	Compléments biologiques sur quelques Stomoxydes de l’Afrique occidentale. 	544	1911	4	Séance du 11 octobre 1911. Communications. Expériences diverses de transmission des trypanosomes par les glossines. V. Transmission naturelle de la Souma (T. Cazalboui) par Glossina Tachinoides et morsitans ; de la Baléri (T. Pecaudi) par Glossina morsitans, au Soudan Nigérien, en saison sèche. Par G. Bouet et E. Roubaud. / Compléments biologiques sur quelques stomoxydes de l'Afrique Occidentale, par E. Roubaud	11 octobre 1911
831	BSPE-1911-549	NICLOT (F.)	Communication	À propos de la contagiosité de la pneumonie pesteuse.	549	1911	4	Séance du 11 octobre 1911. Communications. Compléments biologiques sur quelques stomoxydes de l'Afrique Occidentale, par E. Roubaud. (Mission de l'Institut Pasteur en A. O. F.). / A propos de la contagiosité de la pneumonie pesteuse, par Niclot	11 octobre 1911
832	BSPE-1911-550	BERNARD (P. Noel)	Communication	Note sur la tuberculose à Hué (Annam).	550	1911	4	Séance du 11 octobre 1911. Communications. A propos de la contagiosité de la pneumonie pesteuse, par Niclot. / Note sur la tuberculose à Hué (Annam), par Noël Bernard, L. Koun et Ch. Meslin	11 octobre 1911
833	BSPE-1911-554	LEMAIRE (G.)	Mémoire	Premiers cas de leishmaniose algérienne.	554	1911	4	Séance du 11 octobre 1911. Mémoires. Premiers cas de leishmaniose algérienne, par Lemaire	11 octobre 1911
834	BSPE-1911-563	NOC (F.), STÉVENEL (L.), IMAN (T.)	Mémoire	Prophylaxie et traitement de la syphilis et du pian à la Martinique par les injections intraveineuses de 606.	563	1911	4	Séance du 11 octobre 1911. Mémoires. Premiers cas de leishmaniose algérienne, par Lemaire. (Service du Dr Lemaire, Hôpital civil de Mustapha.). / Prophylaxie et traitement de la syphilis et du pian à la Martinique par les injections intraveineuses de 606, par F. Noc, L. Stévenel et T. Iman	11 octobre 1911
835	BSPE-1911-575	PRIMET (E.), BRÉAUDAT, LE DANTEC (A.), JEANSELME (E.), KERMORGANT (Alexandre) (A.), MARCHOUX (Emile)		Rapport sur le béribéri.	575	1911	4	Séance du 8 novembre 1911. Rapport sur le béribéri. Fait au nom d'une commission composée de : MM. Bréaudat, Le Dantec, Jeanselme, Kermorgant, Marchoux, Pottevin, par E. Primet.	8 novembre 1911
836	BSPE-1911-609	LEBŒUF (A.)	Communication	Bacille de Hansen dans le mucus nasal des lépreux.	609	1911	4	Séance du 8 novembre 1911. Communications. Bacille de Hansen dans le mucus nasal des lépreux, par A. Leboeuf	8 novembre 1911
837	BSPE-1911-613	BLAIZOT (L.), GOBERT (E.)	Communication	Deux épidémies de fièvre récurrente en Tunisie, leur origine tripolitaine.	613	1911	4	Séance du 8 novembre 1911. Communications. Bacille de Hansen dans le mucus nasal des lépreux, par A. Leboeuf. (Mission de la lèpre en Nouvelle-Calédonie.). / Deux épidémies de fièvre récurrente en Tunisie, leur origine tripolitaine, par L. Blaizot et E. Gobert	8 novembre 1911
838	BSPE-1911-616	MACHADO (A.)	Communication	Nouvelle coccidie de l’intestin d’un hémiptère (note préliminaire).	616	1911	4	Séance du 8 novembre 1911. Communications. Deux épidémies de fièvre récurrente en Tunisie, leur origine tripolitaine, par L. Blaizot et E. Gobert. (Institut Pasteur de Tunis.). / Nouvelle coccidie de l'intestin d'un hémiptère. Note préliminaire, par Astrogildo Machado	8 novembre 1911
839	BSPE-1911-617	YAKIMOFF (W.L.), KOHL-YAKIMOFF (Nina)	Communication	Un cas de toxoplasmose canine en Allemagne.	617	1911	4	Séance du 8 novembre 1911. Communications. Nouvelle coccidie de l'intestin d'un hémiptère. Note préliminaire, par Astrogildo Machado. [(Travail de l'Institut Oswaldo Cruz.). Manguinhos, 27-9-1911.]. / Un cas de toxoplasmose canine en Allemagne, par W. L. Yakimoff et Nina Kohl-Yakimoff	8 novembre 1911
840	BSPE-1911-619	LAVERAN (Alphonse)	Communication	Des infections expérimentales par le Tr. gambiense chez les moutons et les chèvres.	619	1911	4	Séance du 8 novembre 1911. Communications. Un cas de toxoplasmose canine en Allemagne, par W. L. Yakimoff et Nina Kohl-Yakimoff. (Travail du laboratoire biologique de Georg. Speyerhaus, à Francfort-sur-Mein. Directeur : M. le Profr P. Ehrlich.). / Des infections expérimentales par le “Tr. gambiense” chez les moutons et chez les chèvres, par A. Laveran	8 novembre 1911
841	BSPE-1911-623	MESNIL (F.)	Discussion	Des infections expérimentales par le Tr. gambiense chez les moutons et les chèvres. (Discussion) 	623	1911	4	Séance du 8 novembre 1911. Communications. Des infections expérimentales par le “Tr. gambiense” chez les moutons et chez les chèvres, par A. Laveran	8 novembre 1911
842	BSPE-1911-624	ORTHOLAN	Communication	Un cas de trypanosomiase humaine.	624	1911	4	Séance du 8 novembre 1911. Communications. Des infections expérimentales par le “Tr. gambiense” chez les moutons et chez les chèvres, par A. Laveran. / Un cas de trypanosomiase humaine, par Ortholan	8 novembre 1911
843	BSPE-1911-626	LÉGER (A.)	Communication	Présence de Leptomonas davidi Lafont dans l’Euphorbia pilulifera du Haut-Sénégal et Niger. 	626	1911	4	Séance du 8 novembre 1911. Communications. Un cas de trypanosomiase humaine, par Ortholan. / Présence de “Leptomonas Davidi” Lafont dans l'Euphorbia pilulifera du Haut-Sénégal et Niger, par André Leger	8 novembre 1911
844	BSPE-1911-627	CONOR (A.)	Communication	La bilharziose intestinale en Tunisie.	627	1911	4	Séance du 8 novembre 1911. Communications. Présence de “Leptomonas Davidi” Lafont dans l'Euphorbia pilulifera du Haut-Sénégal et Niger, par André Leger. (Laboratoire de Bamako, 20 octobre 1911.). / La bilharziose intestinale en Tunisie, par A. Conor	8 novembre 1911
845	BSPE-1911-629	LÉGER (A.)	Communication	Filaire à embryons sanguicoles de l’Hyæna crocuta Erxleben.	629	1911	4	Séance du 8 novembre 1911. Communications. La bilharziose intestinale en Tunisie, par A. Conor. (Institut Pasteur de Tunis.). / Filaire à embryons sanguicoles de l'Hyaena crocuta Erxleben, par André Leger	8 novembre 1911
846	BSPE-1911-630	RAILLIET (A.), HENRY (A.)	Discussion	Filaire à embryons sanguicoles de l’Hyæna crocuta Erxleben. (Discussion)	630	1911	4	Séance du 8 novembre 1911. Communications. Filaire à embryons sanguicoles de l'Hyaena crocuta Erxleben, par André Leger. (Laboratoire de Bamako, septembre 1911.)	8 novembre 1911
847	BSPE-1911-631	PHISALIX (M.)	Communication	Effets réciproques des morsures de l’Heloderma suspectum Cope et de la Vipera aspis Laur. 	631	1911	4	Séance du 8 novembre 1911. Communications. Filaire à embryons sanguicoles de l'Hyaena crocuta Erxleben, par André Leger. / Effets réciproques des morsures de l'Heloderma suspectum Cope et de la Vipera aspis Laur. Par Mme Marie Phisalix	8 novembre 1911
848	BSPE-1911-636	BROQUET (CH.)	Mémoire	Le masque dans la peste. Présentation d’un modèle de masque antipesteux.	636	1911	4	Séance du 8 novembre 1911. Mémoires. Le masque dans la peste. Présentation d'un modèle de masque antipesteux, par Broquet	8 novembre 1911
849	BSPE-1911-649	GRANJUX (E.)		Nécessité d’organiser la défense des Colonies contre les maladies contagieuses.	649	1911	4	Séance du 13 décembre 1911. A propos du procès-verbal. Nécessité d'organiser la défense des colonies contre les maladies contagieuses, par M. Granjux	13 décembre 1911
850	BSPE-1911-656	LAVERAN (Alphonse)		Discussion du rapport de la commission du béribéri.	656	1911	4	Séance du 13 décembre 1911. Discussion du rapport et des conclusions de la commission du béribéri	13 décembre 1911
851	BSPE-1911-658	NICOLLE (CHARLES), BLAIZOT (L.)	Communication	Réceptivité des animaux de laboratoire au spirochète de la fièvre récurrente du Nord de l’Afrique. 	658	1911	4	Séance du 13 décembre 1911. Communications. Réceptivité des animaux de laboratoire au spirochète de la fièvre récurrente du Nord de l'Afrique, par Charles Nicolle et L. Blaizot	13 décembre 1911
852	BSPE-1911-660	BALFOUR (A.)	Communication	A note on the new genus Grahamella (Brumpt). (avec résumé français)	660	1911	4	Séance du 13 décembre 1911. Communications. Réceptivité des animaux de laboratoire au spirochète de la fièvre récurrente du Nord de l'Afrique, par Charles Nicolle et L. Blaizot. (Institut Pasteur de Tunis.). / A note on the new genus Grahamella (Brumpt), by Andrew Balfour	13 décembre 1911
853	BSPE-1911-662	CHATTON (Edouard)	Communication	Microsporidies considérées comme causes d’erreur dans l’étude du cycle évolutif des trypanosomides chez les insectes.	662	1911	4	Séance du 13 décembre 1911. Communications. A note on the new genus Grahamella (Brumpt), by Andrew Balfour. (Wellcome Tropical Research Laboratories, Gordon College, Khartoum.). / Microsporidies considérées comme causes d'erreurs dans l'étude du cycle évolutif des trypanosomides chez les insectes, par Edouard Chatton	13 décembre 1911
854	BSPE-1911-664	LIGNOS (A.)	Communication	Quinze cas de kala-azar infantile observés à Hydra.	664	1911	4	Séance du 13 décembre 1911. Communications. Microsporidies considérées comme causes d'erreurs dans l'étude du cycle évolutif des trypanosomides chez les insectes, par Edouard Chatton. / Quinze cas de Kala-Azar infantile observés à Hydra, par Antoine Lignos	13 décembre 1911
